일시,기온(°C),강수량(mm),풍속(m/s),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),최저운고(100m ),시정(10m),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),체감온도,습도범주
2017-10-21 06:00:00,11.5,,1.0,83.0,11.2,8.7,1008.5,1018.9,,,,,0.0,0.0,,712,8.3,13.1,15.6,17.1,13.457,높음
2017-10-21 07:00:00,11.2,,0.5,82.0,10.9,8.2,1008.7,1019.1,0.0,0.0,,,0.0,0.0,,718,8.2,12.8,15.4,17.0,13.878992278525894,높음
2017-10-21 08:00:00,11.7,,0.9,75.0,10.3,7.4,1009.4,1019.8,0.7,0.18,,,0.0,0.0,,723,9.9,12.8,15.1,16.8,13.77311716414888,높음
2017-10-21 09:00:00,14.5,,1.1,63.0,10.4,7.5,1009.9,1020.1,1.0,0.58,,,0.0,0.0,,834,15.5,14.0,15.0,16.6,16.424628758216308,보통
2017-10-21 10:00:00,18.0,,2.1,50.0,10.3,7.4,1009.7,1019.8,1.0,0.97,,,0.0,0.0,,1116,20.9,16.3,15.3,16.5,19.54045875175079,보통
2017-10-21 11:00:00,20.5,,1.2,41.0,9.8,6.7,1009.2,1019.2,1.0,1.28,,,0.0,0.0,,1548,25.2,18.7,16.1,16.5,22.523040622687553,보통
2017-10-21 12:00:00,22.6,,2.0,36.0,9.8,6.7,1008.8,1018.7,1.0,1.47,,,0.0,0.0,,1900,28.5,20.9,17.0,16.6,24.474243555670213,낮음
2017-10-21 13:00:00,23.6,,2.0,29.0,8.4,4.5,1008.2,1018.0,1.0,1.51,,,0.0,0.0,,1939,31.4,22.6,18.1,16.8,25.53874790591585,낮음
2017-10-21 14:00:00,24.6,,2.3,27.0,8.3,4.3,1007.0,1016.8,1.0,1.42,,,0.0,0.0,,1998,31.5,23.7,19.0,17.1,26.562419676694773,낮음
2017-10-21 15:00:00,24.9,,2.1,32.0,10.0,7.0,1006.6,1016.4,1.0,1.12,,,0.0,0.0,,1641,29.2,24.0,19.8,17.5,26.909494287782586,낮음
2017-10-21 16:00:00,24.4,,2.7,32.0,9.7,6.6,1006.6,1016.4,1.0,0.78,,,0.0,0.0,,1973,25.3,23.6,20.3,17.9,26.297176681582364,낮음
2017-10-21 17:00:00,23.6,,1.1,30.0,8.7,4.9,1006.2,1016.0,1.0,0.39,,,0.0,0.0,,2000,21.1,22.6,20.5,18.2,25.743873386787556,낮음
2017-10-21 18:00:00,21.3,,2.9,35.0,8.8,5.2,1006.1,1016.0,0.4,0.05,,,0.0,0.0,,2000,17.8,20.8,20.3,18.5,22.890240322929138,낮음
2017-10-21 19:00:00,19.9,,1.1,37.0,8.5,4.7,1006.2,1016.2,,,,,,0.0,,2000,15.4,19.2,19.9,18.6,21.954729966379467,낮음
2017-10-21 20:00:00,18.5,,0.8,45.0,9.5,6.3,1006.2,1016.2,,,,,,0.0,,2000,13.8,18.0,19.3,18.6,20.72451133194867,보통
2017-10-21 21:00:00,17.6,,0.7,45.0,9.0,5.5,1006.2,1016.3,,,,,0.0,0.0,,2000,12.7,17.1,18.8,18.5,19.910402721166076,보통
2017-10-21 22:00:00,16.7,,0.2,50.0,9.5,6.2,1006.3,1016.4,,,,,,0.0,,2000,11.7,16.4,18.3,18.4,19.828622343203786,보통
2017-10-21 23:00:00,15.8,,1.0,50.0,8.9,5.3,1005.9,1016.1,,,,,,0.0,,2000,10.8,15.7,17.8,18.3,17.834400000000002,보통
2017-10-22 00:00:00,15.3,,0.3,52.0,9.0,5.4,1005.5,1015.7,,,,,0.0,0.0,,2000,10.2,15.2,17.4,18.2,18.254675143601045,보통
2017-10-22 01:00:00,14.5,,2.3,55.0,9.0,5.5,1005.2,1015.4,,,,,,0.0,,1867,9.9,14.7,17.0,18.0,15.709743764483703,보통
2017-10-22 02:00:00,13.8,,1.1,60.0,9.4,6.1,1005.2,1015.4,,,,,,0.0,,1981,9.1,14.2,16.7,17.8,15.70776378678775,보통
2017-10-22 03:00:00,12.9,,1.5,63.0,9.3,6.0,1005.2,1015.5,,,,,0.0,0.0,,1938,8.7,13.8,16.4,17.6,14.462948470639384,보통
2017-10-22 04:00:00,12.2,,1.8,67.0,9.5,6.2,1005.2,1015.5,,,,,0.0,0.0,,1480,8.2,13.4,16.1,17.4,13.525409577381385,보통
2017-10-22 05:00:00,11.9,,1.0,68.0,9.4,6.1,1005.1,1015.4,,,,,0.0,0.0,,1256,7.8,13.0,15.7,17.3,13.8642,보통
2017-10-22 06:00:00,11.3,,1.7,64.0,8.5,4.7,1005.6,1015.9,,,,,0.0,0.0,,1515,7.4,12.7,15.5,17.1,12.642925471405782,보통
2017-10-22 07:00:00,11.1,,1.8,55.0,7.2,2.3,1005.8,1016.2,0.0,0.0,,,1.0,0.0,,1902,7.3,12.4,15.2,16.9,12.362600767421473,보통
2017-10-22 08:00:00,13.0,,3.3,42.0,6.2,0.3,1005.5,1015.8,0.7,0.19,,,3.0,0.0,,2000,9.1,12.5,15.0,16.8,13.675681659020299,보통
2017-10-22 09:00:00,16.8,,4.1,39.0,7.4,2.7,1005.2,1015.3,1.0,0.58,,,3.0,0.0,,1989,15.4,13.8,14.9,16.6,17.659791718017686,낮음
2017-10-22 10:00:00,19.4,,4.7,39.0,8.7,5.0,1004.6,1014.5,1.0,1.01,,,2.0,0.0,,2000,21.1,16.1,15.2,16.4,20.465856252209235,낮음
2017-10-22 11:00:00,21.6,,3.7,35.0,9.0,5.4,1004.2,1014.1,1.0,1.3,,,3.0,0.0,,1948,25.3,18.4,15.9,16.4,23.08549982172707,낮음
2017-10-22 12:00:00,23.1,,4.1,33.0,9.3,5.9,1003.3,1013.1,1.0,1.47,,,3.0,2.0,18.0,1988,28.5,20.5,16.8,16.5,24.705853087788693,낮음
2017-10-22 13:00:00,21.8,,4.6,41.0,10.6,7.9,1003.1,1013.0,0.7,0.89,,,9.0,9.0,16.0,2000,26.1,21.0,17.7,16.7,23.188414303417847,보통
2017-10-22 14:00:00,21.3,,6.9,45.0,11.3,8.8,1002.6,1012.5,0.8,1.22,,,3.0,2.0,16.0,2000,27.9,21.6,18.3,17.0,22.374357507184303,보통
2017-10-22 15:00:00,21.2,,6.4,39.0,9.7,6.6,1001.9,1011.8,1.0,1.15,,,2.0,1.0,15.0,2000,25.8,22.0,18.9,17.3,22.306503657847145,낮음
2017-10-22 16:00:00,20.5,,5.6,40.0,9.6,6.4,1002.4,1012.4,1.0,0.77,,,5.0,4.0,16.0,2000,22.5,21.5,19.3,17.5,21.59014303680769,보통
2017-10-22 17:00:00,19.4,,4.1,44.0,9.9,6.8,1002.4,1012.3,1.0,0.35,,,4.0,4.0,15.0,2000,19.0,20.5,19.4,17.8,20.56769006109778,보통
2017-10-22 18:00:00,17.4,,3.7,49.0,9.7,6.5,1002.9,1012.9,0.4,0.04,,,3.0,3.0,15.0,2000,16.1,19.1,19.2,18.0,18.422125090162368,보통
2017-10-22 19:00:00,16.4,,4.3,50.0,9.3,5.9,1003.2,1013.3,,,,,,1.0,,2000,14.6,18.0,18.8,18.0,17.165758840528355,보통
2017-10-22 20:00:00,15.3,,2.5,57.0,9.9,6.8,1003.4,1013.6,,,,,,0.0,,2000,13.2,17.1,18.4,18.1,16.4879786820388,보통
2017-10-22 21:00:00,14.6,,2.4,58.0,9.6,6.4,1003.4,1013.6,,,,,1.0,1.0,16.0,2000,12.3,16.5,18.0,18.0,15.77362541165003,보통
2017-10-22 22:00:00,13.9,,2.6,61.0,9.6,6.4,1003.8,1014.0,,,,,,2.0,11.0,2000,12.0,15.9,17.6,17.9,14.93242553013857,보통
2017-10-22 23:00:00,13.3,,3.0,61.0,9.3,5.9,1003.9,1014.1,,,,,,5.0,10.0,2000,11.8,15.5,17.3,17.8,14.117805706494366,보통
2017-10-23 00:00:00,12.9,,3.3,58.0,8.6,4.8,1004.2,1014.4,,,,,2.0,2.0,11.0,2000,11.4,15.3,17.0,17.7,13.565535617314907,보통
2017-10-23 01:00:00,11.6,,2.2,60.0,8.1,4.0,1004.7,1015.0,,,,,,0.0,,2000,9.8,14.7,16.7,17.6,12.648452692006867,보통
2017-10-23 02:00:00,10.8,,1.8,56.0,7.2,2.3,1004.8,1015.2,,,,,,4.0,61.0,2000,8.8,14.1,16.4,17.4,12.045471091977861,보통
2017-10-23 03:00:00,10.1,,1.7,56.0,6.9,1.7,1005.0,1015.4,,,,,0.0,0.0,,2000,8.0,13.4,16.1,17.3,11.379165420211564,보통
2017-10-23 04:00:00,9.7,,0.7,54.0,6.5,0.8,1004.8,1015.2,,,,,0.0,0.0,,2000,7.0,12.9,15.8,17.1,12.041954652955074,보통
2017-10-23 05:00:00,9.1,,0.6,54.0,6.2,0.2,1005.0,1015.4,,,,,0.0,0.0,,2000,6.3,12.3,15.4,17.0,11.622959296794349,보통
2017-10-23 06:00:00,8.9,,1.0,54.0,6.1,0.0,1005.7,1016.1,,,,,0.0,0.0,,2000,5.9,11.8,15.0,16.8,10.810200000000002,보통
2017-10-23 07:00:00,8.8,,0.4,53.0,6.0,-0.2,1006.2,1016.6,0.0,0.0,,,0.0,0.0,,2000,5.7,11.5,14.7,16.6,11.783075255897415,보통
2017-10-23 08:00:00,9.3,,0.2,49.0,5.8,-0.8,1007.0,1017.4,0.7,0.17,,,0.0,0.0,,2000,7.4,11.5,14.4,16.4,12.961539783040832,보통
2017-10-23 09:00:00,12.1,,0.7,42.0,5.9,-0.4,1007.8,1018.1,1.0,0.55,,,0.0,0.0,,2000,13.2,12.7,14.3,16.2,14.432369255955884,보통
2017-10-23 10:00:00,14.8,,2.2,38.0,6.3,0.5,1008.3,1018.6,1.0,0.91,,,0.0,0.0,,1929,18.7,14.9,14.5,16.1,16.07665037380489,낮음
2017-10-23 11:00:00,16.6,,1.8,36.0,6.8,1.4,1008.5,1018.6,1.0,1.23,,,0.0,0.0,,1978,22.8,17.1,15.1,16.0,18.17664481722103,낮음
2017-10-23 12:00:00,17.7,,1.7,34.0,6.9,1.6,1008.1,1018.2,1.0,1.41,,,0.0,0.0,,1981,26.0,19.1,16.0,16.1,19.38297907777495,낮음
2017-10-23 13:00:00,18.6,,2.1,32.0,6.8,1.5,1007.7,1017.7,1.0,1.46,,,0.0,0.0,,1987,28.5,20.6,16.9,16.3,20.18124445053617,낮음
2017-10-23 14:00:00,19.6,,1.3,31.0,7.0,1.9,1007.1,1017.1,1.0,1.36,,,0.0,0.0,,2000,28.5,21.6,17.8,16.5,21.548521433487856,낮음
2017-10-23 15:00:00,19.4,,1.1,31.0,7.0,1.8,1007.1,1017.1,1.0,1.11,,,0.0,0.0,,2000,26.1,22.0,18.5,16.8,21.44268355821621,낮음
2017-10-23 16:00:00,20.1,,0.8,30.0,7.0,1.9,1007.3,1017.3,1.0,0.77,,,0.0,0.0,,2000,22.3,21.7,19.0,17.1,22.331060935024887,낮음
2017-10-23 17:00:00,18.6,,1.5,36.0,7.7,3.2,1007.7,1017.7,1.0,0.35,,,0.0,0.0,,1909,18.0,20.5,19.2,17.4,20.41702835824104,낮음
2017-10-23 18:00:00,16.5,,1.8,42.0,7.8,3.5,1008.3,1018.4,0.4,0.05,,,0.0,0.0,,2000,14.4,18.7,18.9,17.7,18.07093492540649,보통
2017-10-23 19:00:00,15.0,,1.5,47.0,8.0,3.7,1008.9,1019.1,,,,,,0.0,,2000,12.3,17.1,18.5,17.8,16.6565568502821,보통
2017-10-23 20:00:00,13.8,,1.4,47.0,7.4,2.6,1009.4,1019.7,,,,,,0.0,42.0,2000,10.8,16.1,17.9,17.8,15.472158832146825,보통
2017-10-23 21:00:00,13.2,,1.3,55.0,8.3,4.3,1009.8,1020.1,,,,,0.0,0.0,,2000,10.2,15.3,17.4,17.7,14.92452987833273,보통
2017-10-23 22:00:00,12.5,,0.5,61.0,8.8,5.1,1010.3,1020.6,,,,,,0.0,,2000,9.3,14.6,16.9,17.6,15.14828295133572,보통
2017-10-23 23:00:00,12.2,,1.4,64.0,9.0,5.5,1010.7,1021.0,,,,,,0.0,,2000,8.9,14.2,16.5,17.4,13.808269501850628,보통
2017-10-24 00:00:00,11.5,,1.4,62.0,8.4,4.4,1010.8,1021.2,,,,,0.0,0.0,,2000,8.0,13.6,16.2,17.3,13.080317919846042,보통
2017-10-24 01:00:00,10.8,,0.7,65.0,8.4,4.4,1011.5,1021.9,,,,,,0.0,,2000,7.5,13.1,15.8,17.1,13.137561345997113,보통
2017-10-24 02:00:00,10.3,,1.4,67.0,8.4,4.4,1012.0,1022.5,,,,,,2.0,17.0,1980,7.3,12.7,15.5,16.9,11.832400922123895,보통
2017-10-24 03:00:00,10.2,,1.8,67.0,8.3,4.3,1012.0,1022.5,,,,,5.0,5.0,18.0,1984,7.7,12.7,15.2,16.7,11.411211741090636,보통
2017-10-24 04:00:00,10.0,,2.4,66.0,8.1,3.9,1012.1,1022.6,,,,,7.0,7.0,18.0,1999,8.0,12.5,15.0,16.6,10.816583679430305,보통
2017-10-24 05:00:00,10.1,,2.4,61.0,7.5,2.9,1012.4,1022.9,,,,,4.0,0.0,,2000,8.0,12.5,14.8,16.5,10.92434545621769,보통
2017-10-24 06:00:00,10.1,,2.0,61.0,7.5,2.9,1013.0,1023.5,,,,,5.0,3.0,18.0,2000,7.6,12.2,14.6,16.3,11.167939177599774,보통
2017-10-24 07:00:00,10.2,,2.4,61.0,7.6,3.0,1013.4,1023.9,0.0,0.0,,,8.0,6.0,43.0,2000,8.2,12.1,14.5,16.2,11.032107233005075,보통
2017-10-24 08:00:00,10.6,,1.7,61.0,7.7,3.3,1014.0,1024.5,0.0,0.08,,,7.0,3.0,41.0,1929,9.7,12.3,14.4,16.1,11.905732108209154,보통
2017-10-24 09:00:00,12.7,,2.4,52.0,7.6,3.0,1014.7,1025.1,0.6,0.42,,,7.0,2.0,20.0,1966,14.6,13.1,14.3,15.9,13.726151652689708,보통
2017-10-24 10:00:00,14.3,,1.6,48.0,7.8,3.4,1015.0,1025.3,1.0,0.71,,,7.0,0.0,,1902,17.7,14.7,14.6,15.8,15.862223955746515,보통
2017-10-24 11:00:00,17.2,,1.2,40.0,7.8,3.4,1014.6,1024.8,1.0,1.25,,,5.0,1.0,19.0,1908,23.4,17.1,15.0,15.8,19.124909058796298,보통
2017-10-24 12:00:00,18.6,,1.8,36.0,7.7,3.2,1014.1,1024.2,1.0,1.37,,,4.0,2.0,20.0,1884,26.2,19.1,15.9,15.9,20.29084265351178,낮음
2017-10-24 13:00:00,20.3,,1.5,33.0,7.8,3.4,1013.3,1023.4,1.0,1.43,,,1.0,1.0,10.0,1878,29.3,20.8,16.8,16.1,22.192806570332756,낮음
2017-10-24 14:00:00,19.4,,1.3,35.0,7.8,3.5,1012.8,1022.8,0.7,0.94,,,3.0,3.0,17.0,1994,25.3,21.3,17.8,16.5,21.341521697389254,낮음
2017-10-24 15:00:00,19.7,,1.1,31.0,7.1,2.0,1012.6,1022.6,0.5,0.54,,,3.0,3.0,19.0,1959,23.3,20.3,18.2,16.8,21.74991140311416,낮음
2017-10-24 16:00:00,20.0,,2.0,31.0,7.2,2.3,1012.6,1022.7,1.0,0.81,,,3.0,3.0,18.0,1898,22.7,20.8,18.5,17.0,21.706532245031564,낮음
2017-10-24 17:00:00,18.6,,2.1,34.0,7.3,2.4,1012.7,1022.8,1.0,0.36,,,2.0,2.0,18.0,1997,18.1,19.9,18.7,17.3,20.18124445053617,낮음
2017-10-24 18:00:00,16.7,,2.2,45.0,8.5,4.6,1013.1,1023.3,0.4,0.04,,,0.0,0.0,,1997,14.6,18.3,18.5,17.5,18.112142747372467,보통
2017-10-24 19:00:00,15.7,,2.5,58.0,10.3,7.4,1013.7,1024.0,,,,,,0.0,,1795,12.9,17.0,18.1,17.5,16.920221346108836,보통
2017-10-24 20:00:00,14.9,,2.5,61.0,10.3,7.4,1014.2,1024.5,,,,,,0.0,,1634,12.0,16.2,17.7,17.5,16.055736017968762,보통
2017-10-24 21:00:00,14.3,,2.9,65.0,10.5,7.7,1014.4,1024.7,,,,,0.0,0.0,,1294,11.5,15.7,17.2,17.5,15.248762836235384,보통
2017-10-24 22:00:00,13.8,,2.8,68.0,10.6,7.9,1014.5,1024.8,,,,,,0.0,,1174,10.9,15.2,16.9,17.4,14.742100212756611,보통
2017-10-24 23:00:00,13.3,,1.6,72.0,10.9,8.3,1014.9,1025.2,,,,,,0.0,,1074,9.8,14.7,16.6,17.3,14.813257156938345,높음
2017-10-25 00:00:00,13.0,,1.0,77.0,11.5,9.0,1014.5,1024.8,,,,,0.0,0.0,,1066,9.4,14.2,16.2,17.2,14.984000000000002,높음
2017-10-25 01:00:00,12.2,,1.1,80.0,11.3,8.8,1014.5,1024.9,,,,,,0.0,,1099,8.7,13.7,16.0,17.1,14.069215280665333,높음
2017-10-25 02:00:00,11.8,,1.3,81.0,11.2,8.6,1014.6,1025.0,,,,,,0.0,,961,8.6,13.3,15.7,16.9,13.47553172564255,높음
2017-10-25 03:00:00,11.1,,0.7,73.0,9.6,6.4,1014.9,1025.3,,,,,0.0,0.0,,1487,7.5,12.9,15.4,16.8,13.436363171372214,높음
2017-10-25 04:00:00,10.7,,0.6,75.0,9.6,6.4,1014.9,1025.4,,,,,0.0,0.0,,1434,7.1,12.5,15.1,16.6,13.201970823957803,높음
2017-10-25 05:00:00,10.3,,0.5,79.0,9.9,6.8,1014.9,1025.4,,,,,0.0,0.0,,1357,6.9,12.1,14.8,16.5,13.000252581965249,높음
2017-10-25 06:00:00,10.0,,0.3,80.0,9.8,6.7,1015.2,1025.7,,,,,0.0,0.0,,1293,6.3,11.8,14.6,16.3,13.227486106167706,높음
2017-10-25 07:00:00,9.5,,0.7,82.0,9.7,6.5,1015.4,1025.9,0.0,0.0,,,0.0,0.0,,1103,6.2,11.5,14.3,16.2,11.842753436038338,높음
2017-10-25 08:00:00,10.0,,1.2,77.0,9.4,6.1,1016.0,1026.5,0.6,0.15,,,0.0,0.0,,1108,8.0,11.6,14.1,16.0,11.71080382848811,높음
2017-10-25 09:00:00,12.4,,0.5,66.0,9.5,6.2,1016.4,1026.8,1.0,0.51,,,0.0,0.0,,971,13.5,12.8,14.0,15.9,15.050645207273423,보통
2017-10-25 10:00:00,15.9,,1.0,57.0,10.2,7.3,1016.0,1026.3,1.0,0.91,,,1.0,1.0,12.0,1069,19.4,15.0,14.3,15.8,17.936200000000003,보통
2017-10-25 11:00:00,17.3,,1.6,49.0,9.6,6.4,1015.8,1026.0,1.0,1.04,,,2.0,2.0,9.0,1415,22.0,17.1,15.0,15.7,19.00912435217102,보통
2017-10-25 12:00:00,18.0,,2.9,42.0,8.6,4.8,1015.3,1025.4,1.0,1.44,,,0.0,0.0,,1755,26.1,19.1,15.8,15.8,19.28782950777351,보통
2017-10-25 13:00:00,19.1,,2.9,35.0,7.7,3.2,1014.7,1024.8,1.0,1.49,,,0.0,0.0,,1891,28.9,20.7,16.7,16.0,20.488633112825386,낮음
2017-10-25 14:00:00,19.7,,2.7,33.0,7.5,2.9,1014.0,1024.0,1.0,1.35,,,1.0,0.0,,1927,28.7,21.6,17.6,16.3,21.191590451172328,낮음
2017-10-25 15:00:00,20.2,,2.4,28.0,6.6,1.0,1013.7,1023.8,1.0,1.15,,,2.0,0.0,,1968,26.3,22.0,18.3,16.6,21.808284911743613,낮음
2017-10-25 16:00:00,19.9,,1.8,29.0,6.7,1.3,1013.5,1023.6,1.0,0.79,,,6.0,0.0,,1975,22.4,21.6,18.7,16.9,21.665071247100762,낮음
2017-10-25 17:00:00,18.5,,2.4,33.0,7.0,1.9,1013.3,1023.4,0.9,0.31,,,7.0,0.0,,2000,17.8,20.3,18.9,17.2,19.97633470635806,낮음
2017-10-25 18:00:00,16.6,,2.5,51.0,9.6,6.4,1013.4,1023.6,0.0,0.03,,,6.0,0.0,,1950,14.8,18.5,18.7,17.4,17.892767340266424,보통
2017-10-25 19:00:00,15.3,,2.3,61.0,10.6,7.8,1013.8,1024.1,,,,,,0.0,,1715,13.4,17.3,18.2,17.5,16.569361658520222,보통
2017-10-25 20:00:00,14.8,,2.3,60.0,10.0,7.0,1014.0,1024.3,,,,,,1.0,,1575,12.7,16.5,17.8,17.5,16.0321004747474,보통
2017-10-25 21:00:00,14.1,,1.3,61.0,9.7,6.6,1013.6,1023.9,,,,,8.0,0.0,,1533,11.4,15.8,17.4,17.5,15.856028690776421,보통
2017-10-25 22:00:00,13.6,,1.0,64.0,9.9,6.9,1013.9,1024.2,,,,,,3.0,74.0,1710,10.9,15.2,17.0,17.4,15.594800000000003,보통
2017-10-25 23:00:00,13.1,,0.7,69.0,10.4,7.5,1013.8,1024.1,,,,,,2.0,66.0,1361,10.2,14.7,16.6,17.3,15.428375340539557,보통
2017-10-26 00:00:00,12.9,,0.5,71.0,10.5,7.7,1013.6,1023.9,,,,,7.0,0.0,,1336,9.9,14.4,16.3,17.2,15.538833927584893,높음
2017-10-26 01:00:00,12.6,,0.6,71.0,10.3,7.4,1013.3,1023.7,,,,,,8.0,60.0,1492,9.7,14.0,16.0,17.0,15.077047012464408,높음
2017-10-26 02:00:00,12.0,,1.1,69.0,9.6,6.4,1013.1,1023.5,,,,,,9.0,58.0,1530,9.2,13.7,15.8,16.9,13.86439671740003,보통
2017-10-26 03:00:00,11.5,,1.8,71.0,9.6,6.4,1012.8,1023.2,,,,,7.0,1.0,35.0,1401,8.7,13.3,15.5,16.8,12.785440334679624,높음
2017-10-26 04:00:00,11.2,,1.0,74.0,9.8,6.7,1012.3,1022.7,,,,,6.0,0.0,,1370,8.2,13.1,15.3,16.6,13.151600000000002,높음
2017-10-26 05:00:00,10.7,,1.3,74.0,9.5,6.2,1012.1,1022.5,,,,,8.0,0.0,,1348,8.6,12.7,15.1,16.5,12.33703317710026,높음
2017-10-26 06:00:00,10.8,,0.8,74.0,9.5,6.3,1012.5,1022.9,,,,,8.0,3.0,35.0,1256,9.0,12.8,14.9,16.4,12.992991367144377,높음
2017-10-26 07:00:00,10.8,,1.0,74.0,9.5,6.3,1012.6,1023.0,0.0,0.0,,,8.0,2.0,35.0,1210,9.4,12.8,14.7,16.3,12.744400000000002,높음
2017-10-26 08:00:00,11.1,,1.3,72.0,9.5,6.2,1012.9,1023.3,0.0,0.09,,,9.0,4.0,35.0,1137,10.7,12.9,14.7,16.2,12.751032649297457,높음
2017-10-26 09:00:00,12.5,,1.3,66.0,9.5,6.3,1013.3,1023.7,0.0,0.29,,,9.0,3.0,35.0,1050,13.9,13.6,14.7,16.1,14.20003080198764,보통
2017-10-26 10:00:00,13.6,,1.3,60.0,9.3,5.9,1013.3,1023.6,0.4,0.4,,,9.0,6.0,35.0,1017,16.1,14.5,14.8,16.0,15.338529350529928,보통
2017-10-26 11:00:00,15.4,,0.6,53.0,9.2,5.8,1012.6,1022.9,0.4,0.63,,,9.0,7.0,35.0,977,20.0,15.8,15.1,16.0,17.840317185000455,보통
2017-10-26 12:00:00,17.4,,0.7,39.0,7.7,3.2,1011.8,1021.9,0.5,0.89,,,9.0,7.0,35.0,1117,24.7,17.3,15.6,16.0,19.711201504249342,낮음
2017-10-26 13:00:00,17.5,,1.7,35.0,7.0,1.8,1010.7,1020.8,0.2,0.61,,,9.0,7.0,35.0,1650,21.9,18.1,16.2,16.1,19.172352402575914,낮음
2017-10-26 14:00:00,18.0,,2.5,36.0,7.4,2.6,1010.2,1020.3,0.3,0.57,,,9.0,4.0,35.0,1566,23.5,18.2,16.7,16.2,19.405616664511555,낮음
2017-10-26 15:00:00,17.9,,2.0,39.0,8.0,3.7,1009.9,1020.0,0.0,0.46,,,9.0,9.0,35.0,1289,22.1,18.4,17.0,16.4,19.47107310951573,낮음
2017-10-26 16:00:00,17.8,,1.5,33.0,6.7,1.2,1009.9,1020.0,0.0,0.32,,,9.0,9.0,35.0,1430,20.5,18.2,17.2,16.6,19.58136802313905,낮음
2017-10-26 17:00:00,17.0,,2.4,34.0,6.6,1.0,1009.9,1020.0,0.0,0.15,,,9.0,9.0,35.0,1399,17.5,17.7,17.3,16.7,18.359908054547276,낮음
2017-10-26 18:00:00,16.2,,2.4,44.0,8.1,3.9,1009.7,1019.9,0.0,0.01,,,9.0,9.0,35.0,1172,15.6,17.0,17.2,16.8,17.497813840248195,보통
2017-10-26 19:00:00,15.7,,1.6,52.0,9.2,5.8,1010.3,1020.5,,,,,,10.0,40.0,1008,14.6,16.4,17.1,16.9,17.33077747407795,보통
2017-10-26 20:00:00,15.3,,1.2,55.0,9.5,6.2,1010.1,1020.3,,,,,,8.0,39.0,918,13.9,15.9,16.9,16.9,17.16840906746497,보통
2017-10-26 21:00:00,15.1,,0.8,57.0,9.7,6.6,1010.0,1020.2,,,,,9.0,9.0,38.0,908,13.5,15.7,16.6,16.9,17.310593425411703,보통
2017-10-26 22:00:00,14.7,,0.8,58.0,9.7,6.5,1010.2,1020.4,,,,,,5.0,38.0,932,13.0,15.4,16.4,16.8,16.908956024642656,보통
2017-10-26 23:00:00,14.5,,0.4,58.0,9.5,6.3,1010.0,1020.2,,,,,,7.0,44.0,909,12.8,15.1,16.3,16.8,17.277480680208278,보통
2017-10-27 00:00:00,14.3,,0.8,62.0,10.1,7.1,1010.0,1020.2,,,,,9.0,9.0,38.0,941,12.7,14.9,16.1,16.7,16.507318623873598,보통
2017-10-27 01:00:00,14.1,,1.4,64.0,10.2,7.3,1009.9,1020.1,,,,,,9.0,37.0,841,12.6,14.8,16.0,16.7,15.78413808157736,보통
2017-10-27 02:00:00,13.9,,0.3,65.0,10.3,7.4,1010.1,1020.4,,,,,,8.0,37.0,915,12.5,14.7,15.9,16.6,16.92673841673186,보통
2017-10-27 03:00:00,13.6,,0.5,67.0,10.4,7.5,1009.9,1020.2,,,,,9.0,9.0,39.0,797,12.2,14.5,15.8,16.6,16.222298136020953,보통
2017-10-27 04:00:00,13.5,,1.3,68.0,10.5,7.7,1009.4,1019.7,,,,,9.0,9.0,38.0,690,12.0,14.4,15.7,16.5,15.235029482480627,보통
2017-10-27 05:00:00,13.3,,0.9,69.0,10.5,7.7,1009.5,1019.8,,,,,9.0,9.0,43.0,617,11.5,14.3,15.6,16.4,15.391312288323622,보통
2017-10-27 06:00:00,12.9,,1.2,74.0,10.9,8.3,1009.9,1020.2,,,,,6.0,6.0,43.0,583,10.1,13.9,15.4,16.4,14.697040657362239,높음
2017-10-27 07:00:00,12.2,,0.7,77.0,10.9,8.2,1010.1,1020.4,0.0,0.0,,,3.0,3.0,48.0,597,8.9,13.3,15.3,16.3,14.531969864414252,높음
2017-10-27 08:00:00,12.1,,0.8,70.0,9.8,6.7,1010.6,1021.0,0.4,0.1,,,1.0,1.0,35.0,575,9.6,13.0,15.0,16.2,14.298312919643799,보통
2017-10-27 09:00:00,14.5,,1.0,60.0,9.9,6.8,1010.7,1020.9,1.0,0.51,,,0.0,0.0,,566,15.1,13.9,14.9,16.1,16.511000000000003,보통
2017-10-27 10:00:00,17.6,,0.9,52.0,10.4,7.6,1010.6,1020.7,1.0,0.87,,,0.0,0.0,,596,20.5,16.0,15.1,16.0,19.740211684543226,보통
2017-10-27 11:00:00,19.4,,1.2,47.0,10.5,7.7,1010.1,1020.1,1.0,1.15,,,0.0,0.0,,683,24.5,18.2,15.6,16.0,21.390330101390468,보통
2017-10-27 12:00:00,20.9,,1.1,41.0,10.1,7.1,1009.6,1019.6,1.0,1.28,,,0.0,0.0,,847,27.5,20.1,16.5,16.1,22.978822782705976,보통
2017-10-27 13:00:00,23.2,,1.8,40.0,11.3,8.8,1008.8,1018.7,1.0,1.35,,,0.0,0.0,,788,30.4,21.6,17.4,16.3,25.153497676980493,보통
