날짜,Sales Amt,Sales SU,Unit Price,금액,기온(°C),강수량(mm),풍속(m/s),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),최저운고(100m ),시정(10m),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),체감온도,PM10,PM25,SO2,CO,O3,NO2
2017-10-13,2199953.0,494.0,,2199953,12.391666666666666,,3.0124999999999997,54.833333333333336,7.566666666666666,2.8541666666666665,1011.8833333333333,1022.2375000000001,0.7999999999999999,0.7841666666666667,,,3.0555555555555554,0.0,,1973.875,12.404166666666667,14.666666666666666,15.9125,17.258333333333333,13.472576028623537,,,,,,
2017-10-14,3196145.0,665.0,,3196145,12.927777777777777,,1.7222222222222223,48.388888888888886,6.866666666666666,1.2944444444444445,1015.5111111111112,1025.8722222222223,0.85,0.8083333333333332,,,3.0,1.8888888888888888,50.833333333333336,1898.4444444444443,11.100000000000001,13.855555555555556,15.538888888888888,17.033333333333335,14.598212216516462,,,,,,
2017-10-15,3032607.0,633.0,,3032607,15.558333333333332,,1.7708333333333333,40.833333333333336,7.116666666666667,1.9083333333333332,1016.9625,1027.2333333333333,0.775,0.8308333333333334,,,5.388888888888889,2.4166666666666665,53.333333333333336,1991.1666666666667,15.008333333333333,16.162499999999998,16.558333333333334,17.120833333333334,17.26787662200972,,,,,,
2017-10-16,2631252.0,492.0,,2631252,16.741666666666667,,1.8166666666666667,48.375,9.0,5.258333333333334,1016.625,1026.8333333333333,0.44166666666666665,0.6083333333333333,,,7.611111111111111,3.875,43.38461538461539,1919.375,16.8125,17.254166666666666,17.425,17.645833333333332,18.451018130627812,,,,,,
2017-10-18,2047056.0,366.0,,2047056,16.366666666666667,0.011111111111111112,2.4250000000000003,58.416666666666664,10.754166666666668,8.0,1013.1666666666666,1023.3791666666666,0.024999999999999998,0.2608333333333333,,,9.045454545454545,6.521739130434782,21.82608695652174,1942.7083333333333,15.520833333333334,16.204166666666666,16.8875,17.3875,17.68229088567603,,,,,,
2017-10-19,2048978.0,418.0,,2048978,16.995833333333334,0.0,1.9458333333333335,58.5,10.854166666666666,8.116666666666667,1009.4416666666666,1019.5791666666668,0.7666666666666666,0.7566666666666667,,,4.111111111111111,2.4583333333333335,26.53846153846154,1958.25,16.825,17.391666666666666,17.395833333333332,17.337500000000002,18.560225441447635,,,,,,
2017-10-21,3101120.0,597.0,,3101120,17.508333333333333,,1.2791666666666666,53.958333333333336,10.016666666666667,6.9375,1007.8416666666667,1017.9416666666666,0.8416666666666667,0.8125,,,0.0,0.0,,1499.7916666666667,16.5,17.4375,17.5625,17.570833333333333,19.60796213615305,,,,,,
2017-10-22,953314.0,170.0,,953314,16.333333333333332,,3.2291666666666665,50.708333333333336,9.183333333333334,5.666666666666667,1004.1083333333332,1014.2208333333333,0.7999999999999999,0.7474999999999999,,,2.3333333333333335,1.4166666666666667,14.8,1911.0,15.387500000000001,16.641666666666666,17.1125,17.379166666666666,17.62707405616045,,,,,,
2017-10-23,2955451.0,493.0,,2955451,13.829166666666666,,1.375,46.666666666666664,7.170833333333333,2.120833333333333,1007.2666666666668,1017.5,0.8416666666666667,0.7808333333333334,,,0.1111111111111111,0.25,38.0,1991.0,14.179166666666667,15.987499999999999,16.620833333333334,17.016666666666666,15.705344542075679,,,,,,
2017-10-24,2366201.0,379.0,,2366201,14.304166666666667,,1.9041666666666668,53.333333333333336,8.379166666666666,4.308333333333334,1013.2666666666668,1023.5708333333333,0.6833333333333332,0.6625,,,3.9444444444444446,1.7916666666666667,21.142857142857142,1843.5833333333333,14.345833333333333,15.745833333333332,16.283333333333335,16.729166666666668,15.724023482835344,,,,,,
2017-10-25,2781167.0,517.0,,2781167,14.4625,,1.4875,60.083333333333336,9.4,5.9375,1014.5875,1024.8833333333334,0.7916666666666666,0.7641666666666667,,,1.8333333333333333,0.375,40.25,1488.4583333333333,14.466666666666667,15.908333333333333,16.3,16.683333333333334,16.363980164815228,,,,,,
2017-10-26,3371629.0,542.0,,3371629,14.258333333333333,,1.2750000000000001,57.041666666666664,8.954166666666667,5.266666666666667,1011.5458333333332,1021.8083333333334,0.15,0.36833333333333335,,,8.444444444444445,5.666666666666667,38.42857142857143,1225.9166666666667,14.458333333333334,15.291666666666666,15.975,16.545833333333334,16.15905011640757,,,,,,
2017-10-27,3443787.0,540.0,,3443787,17.054166666666667,,1.3083333333333333,54.291666666666664,10.141666666666667,7.1625000000000005,1009.6166666666667,1019.7416666666667,0.8083333333333332,0.7058333333333334,,,2.5555555555555554,2.625,39.77777777777778,953.625,16.570833333333333,17.004166666666666,16.879166666666666,16.808333333333334,19.07392261048187,,,,,,
2017-10-28,3349363.0,515.0,,3349363,17.054166666666667,,1.9833333333333334,52.083333333333336,9.758333333333333,6.570833333333333,1010.0,1020.1374999999999,0.8166666666666668,0.7291666666666666,,,0.05555555555555555,0.0,,1507.75,15.9375,16.8125,16.833333333333332,16.920833333333334,18.66180456771191,,,,,,
2017-10-29,4806369.0,838.0,,4806369,12.258333333333333,,3.1625,48.916666666666664,7.175,0.9166666666666666,1006.8083333333334,1017.1083333333332,0.6083333333333333,0.6616666666666667,,,0.2222222222222222,0.16666666666666666,10.0,1490.5416666666667,12.104166666666666,15.158333333333333,16.2,16.825,13.226051603973913,,,,,,
2017-10-30,3474449.0,576.0,,3474449,7.6875,,2.3874999999999997,26.041666666666668,2.6875,-10.916666666666666,1014.65,1025.2375,0.8166666666666668,0.7633333333333333,,,0.0,0.0,,1982.9583333333333,9.516666666666667,12.308333333333332,13.904166666666667,15.2875,8.51805851502404,,,,,,
2017-10-31,3208889.0,72.0,3277.257575757576,3208889,9.929166666666667,,1.7708333333333333,50.916666666666664,6.425,-0.07916666666666672,1014.8249999999999,1025.3166666666666,0.7916666666666666,0.6675,,,1.4444444444444444,2.0,9.727272727272727,1889.7083333333333,11.120833333333332,12.291666666666666,13.237499999999999,14.362499999999999,11.431036667246639,,,,,,
2017-11-13,4512872.0,86.0,3195.4,4512872,7.8500000000000005,0.0,1.8375000000000001,63.666666666666664,6.829166666666667,1.1666666666666667,1007.0749999999999,1017.5708333333333,0.13636363636363635,0.2590909090909091,,,8.476190476190476,5.708333333333333,10.944444444444445,1238.5833333333333,7.179166666666667,8.216666666666667,9.108333333333333,10.4125,9.034132027315577,,,,,,
